mlpnorm,Penn94,79.872 ± nan,79.217 ± nan
mlpnorm,Penn94,80.862 ± nan,80.247 ± nan
mlpnorm,Penn94,81.892 ± nan,81.875 ± nan
mlpnorm,Penn94,81.325 ± nan,81.051 ± nan
mlpnorm,Penn94,74.915 ± nan,74.827 ± nan
mlpnorm,Penn94,80.872 ± nan,80.484 ± nan
mlpnorm,Penn94,82.160 ± nan,81.577 ± nan
mlpnorm,Penn94,81.624 ± nan,81.216 ± nan
mlpnorm,Penn94,81.655 ± nan,81.154 ± nan
mlpnorm,Penn94,81.635 ± nan,80.639 ± nan
mlpnorm,Penn94,81.346 ± nan,80.556 ± nan
mlpnorm,Penn94,75.090 ± nan,74.704 ± nan
mlpnorm,Penn94,76.110 ± nan,75.549 ± nan
mlpnorm,Penn94,74.307 ± nan,72.921 ± nan
mlpnorm,Penn94,81.882 ± nan,81.566 ± nan
mlpnorm,Penn94,82.480 ± nan,81.844 ± nan
mlpnorm,Penn94,81.851 ± nan,81.236 ± nan
mlpnorm,Penn94,79.718 ± nan,79.516 ± nan
mlpnorm,Penn94,52.345 ± nan,52.911 ± nan
mlpnorm,Penn94,51.974 ± nan,52.756 ± nan
mlpnorm,Penn94,51.943 ± nan,52.798 ± nan
mlpnorm,Penn94,82.212 ± nan,81.978 ± nan
mlpnorm,Penn94,79.511 ± nan,79.320 ± nan
mlpnorm,Penn94,77.522 ± nan,77.671 ± nan
mlpnorm,Penn94,82.263 ± nan,81.360 ± nan
mlpnorm,Penn94,82.201 ± nan,81.917 ± nan
mlpnorm,Penn94,81.975 ± nan,81.659 ± nan
mlpnorm,Penn94,81.799 ± nan,81.123 ± nan
mlpnorm,Penn94,82.377 ± nan,81.803 ± nan
mlpnorm,Penn94,82.882 ± nan,82.092 ± nan
mlpnorm,Penn94,82.418 ± nan,81.741 ± nan
mlpnorm,Penn94,82.191 ± nan,81.432 ± nan
mlpnorm,Penn94,82.521 ± nan,81.762 ± nan
mlpnorm,Penn94,82.088 ± nan,81.844 ± nan
mlpnorm,Penn94,82.057 ± nan,81.546 ± nan
mlpnorm,Penn94,82.377 ± nan,81.906 ± nan
mlpnorm,Penn94,82.140 ± nan,81.628 ± nan
mlpnorm,Penn94,81.150 ± nan,80.649 ± nan
mlpnorm,Penn94,63.341 ± nan,63.452 ± nan
mlpnorm,Penn94,72.318 ± nan,72.798 ± nan
mlpnorm,Penn94,73.338 ± nan,73.498 ± nan
mlpnorm,Penn94,69.308 ± nan,69.995 ± nan
mlpnorm,Penn94,74.348 ± nan,74.116 ± nan
mlpnorm,Penn94,77.120 ± nan,77.239 ± nan
mlpnorm,Penn94,74.060 ± nan,73.982 ± nan
mlpnorm,Penn94,73.874 ± nan,74.436 ± nan
mlpnorm,Penn94,74.575 ± nan,74.477 ± nan
mlpnorm,Penn94,73.864 ± nan,74.323 ± nan
mlpnorm,Penn94,73.987 ± nan,74.755 ± nan
mlpnorm,Penn94,74.152 ± nan,73.993 ± nan
mlpnorm,Penn94,73.111 ± nan,73.766 ± nan
mlpnorm,Penn94,73.730 ± nan,74.075 ± nan
mlpnorm,Penn94,74.307 ± nan,74.693 ± nan
mlpnorm,Penn94,73.926 ± nan,74.302 ± nan
mlpnorm,Penn94,74.379 ± nan,74.590 ± nan
mlpnorm,Penn94,77.131 ± nan,77.445 ± nan
mlpnorm,Penn94,70.906 ± nan,70.716 ± nan
mlpnorm,Penn94,73.668 ± nan,73.879 ± nan
mlpnorm,Penn94,76.234 ± nan,76.218 ± nan
mlpnorm,Penn94,74.018 ± nan,73.900 ± nan
mlpnorm,Penn94,74.018 ± nan,73.787 ± nan
mlpnorm,Penn94,75.564 ± nan,75.415 ± nan
mlpnorm,Penn94,75.853 ± nan,75.363 ± nan
mlpnorm,Penn94,80.800 ± nan,80.711 ± nan
mlpnorm,Penn94,80.820 ± nan,80.412 ± nan
mlpnorm,Penn94,53.468 ± nan,52.272 ± nan
mlpnorm,Penn94,81.459 ± nan,80.824 ± nan
mlpnorm,Penn94,81.748 ± nan,81.597 ± nan
mlpnorm,Penn94,64.413 ± nan,63.246 ± nan
mlpnorm,Penn94,76.636 ± nan,75.899 ± nan
mlpnorm,Penn94,81.604 ± nan,80.793 ± nan
mlpnorm,Penn94,73.987 ± nan,74.096 ± nan
mlpnorm,Penn94,83.014, 0.363,82.968, 0.401
mlpnorm,Penn94,83.407, nan,83.462, nan
mlpnorm,Penn94,83.696, nan,83.534, nan
mlpnorm,Penn94,83.376, nan,83.153, nan
mlpnorm,Penn94,83.325, nan,83.205, nan
mlpnorm,Penn94,83.737, nan,83.431, nan
mlpnorm,Penn94,83.366, nan,82.844, nan
mlpnorm,Penn94,83.387, nan,83.668, nan
mlpnorm,Penn94,83.108, 0.241,83.116, 0.466
mlpnorm,Penn94,83.119, 0.421,82.953, 0.554
mlpnorm,Penn94,83.094, 0.223,82.937, 0.358
mlpnorm,Penn94,83.187, 0.280,83.091, 0.307
mlpnorm,Penn94,83.112, 0.325,82.871, 0.475
mlpnorm,Penn94,83.046, 0.258,83.013, 0.418
mlpnorm,Penn94,83.131, 0.355,82.887, 0.535
mlpnorm,Penn94,82.941, 0.285,82.774, 0.378
mlpnorm,Penn94,83.127, 0.321,82.978, 0.256
mlpnorm,Penn94,82.945, 0.343,82.815, 0.437
mlpnorm,Penn94,83.044, 0.203,82.873, 0.393
mlpnorm,Penn94,82.945, 0.368,82.924, 0.232
mlpnorm,Penn94,83.203, 0.487,83.083, 0.417
mlpnorm,Penn94,83.158, 0.471,82.941, 0.592
mlpnorm,Penn94,81.649, 0.469,81.251, 0.468
mlpnorm,Penn94,82.080, 0.806,81.933, 0.761
mlpnorm,Penn94,82.255, 0.532,81.937, 0.602
mlpnorm,Penn94,82.045, 0.828,81.900, 0.689
mlpnorm,Penn94,82.372, 0.633,82.048, 0.868
mlpnorm,Penn94,82.156, 0.585,81.900, 0.580
mlpnorm,Penn94,82.111, 0.285,81.859, 0.480
mlpnorm,Penn94,82.307, 0.331,81.809, 0.612
mlpnorm,Penn94,82.544, 0.520,82.269, 0.676
mlpnorm,Penn94,78.673, 2.876,78.724, 2.835
mlpnorm,Penn94,75.447, 3.488,75.363, 3.564
mlpnorm,Penn94,78.469, 3.044,78.368, 3.185
mlpnorm,Penn94,81.350, 0.886,81.049, 0.501
mlpnorm,Penn94,80.666, 1.036,80.276, 0.752
mlpnorm,Penn94,78.866, 1.576,78.502, 1.940
mlpnorm,Penn94,81.690, 0.210,81.428, 0.901
mlpnorm,Penn94,74.497, 0.670,74.125, 0.484
mlpnorm,Penn94,81.132, 0.388,80.707, 0.969
mlpnorm,Penn94,77.195, 2.142,77.420, 1.701
mlpnorm,Penn94,77.636, 2.769,77.208, 2.598
mlpnorm,Penn94,77.673, 2.286,77.360, 2.489
mlpnorm,Penn94,77.852, 2.125,77.556, 2.178
mlpnorm,Penn94,77.912, 2.509,78.042, 2.276
mlpnorm,Penn94,77.050, 2.177,76.896, 2.244
mlpnorm,Penn94,82.622, 0.411,82.471, 0.461
mlpnorm,Penn94,82.803, 0.312,82.693, 0.466
mlpnorm,Penn94,82.525, 0.582,82.487, 0.679
mlpnorm,Penn94,82.583, 0.395,82.465, 0.611
mlpnorm,Penn94,82.500, 0.422,82.508, 0.780
mlpnorm,Penn94,82.515, 0.413,82.430, 0.496
mlpnorm,Penn94,82.410, 0.307,82.413, 0.476
mlpnorm,Penn94,82.234, 0.331,82.316, 0.516
mlpnorm,Penn94,82.288, 0.404,82.304, 0.376
mlpnorm,Penn94,82.212, 0.345,82.079, 0.435
mlpnorm,Penn94,82.348, 0.211,82.257, 0.336
mlpnorm,Penn94,82.253, 0.329,82.184, 0.460
mlpnorm,Penn94,78.592, 2.869,78.570, 2.906
mlpnorm,Penn94,77.055, 1.881,77.078, 1.858
mlpnorm,Penn94,76.560, 2.709,76.558, 2.813
mlpnorm,Penn94,78.054, 3.883,78.046, 3.997
mlpnorm,Penn94,77.782, 3.910,77.605, 3.782
mlpnorm,Penn94,77.891, 2.866,77.748, 3.039
mlpnorm,Penn94,82.684, 0.615,82.494, 0.703
mlpnorm,Penn94,82.490, 0.528,82.413, 0.579
mlpnorm,Penn94,82.739, 0.590,82.543, 0.653
mlpnorm,Penn94,82.680, 0.449,82.551, 0.338
mlpnorm,Penn94,82.465, 0.517,82.438, 0.605
mlpnorm,Penn94,82.616, 0.561,82.603, 0.578
mlpnorm,Penn94,81.196, 2.663,80.964, 2.661
mlpnorm,Penn94,82.385, 0.368,82.275, 0.588
mlpnorm,Penn94,82.416, 0.352,82.273, 0.468
mlpnorm,Penn94,82.152, 0.290,82.075, 0.471
mlpnorm,Penn94,82.214, 0.394,82.184, 0.385
mlpnorm,Penn94,82.379, 0.482,82.302, 0.650
mlpnorm,Penn94,77.203, 3.816,77.189, 3.770
mlpnorm,Penn94,77.494, 3.586,77.403, 3.679
mlpnorm,Penn94,76.902, 2.004,76.583, 2.234
mlpnorm,Penn94,76.797, 3.010,76.614, 3.308
mlpnorm,Penn94,77.813, 3.370,77.614, 3.500
mlpnorm,Penn94,77.057, 3.202,76.851, 3.291
mlpnorm,Penn94,82.834, 0.412,82.535, 0.718
mlpnorm,Penn94,82.754, 0.722,82.518, 0.604
mlpnorm,Penn94,82.890, 0.544,82.623, 0.751
mlpnorm,Penn94,82.603, 0.491,82.504, 0.621
mlpnorm,Penn94,82.653, 0.415,82.537, 0.725
mlpnorm,Penn94,82.754, 0.468,82.667, 0.516
mlpnorm,Penn94,81.721, 1.434,81.673, 1.339
mlpnorm,Penn94,81.929, 1.082,81.824, 1.329
mlpnorm,Penn94,82.257, 0.225,82.141, 0.561
mlpnorm,Penn94,82.531, 0.569,82.576, 0.587
mlpnorm,Penn94,82.422, 0.367,82.358, 0.655
mlpnorm,Penn94,82.146, 0.361,81.968, 0.586
mlpnorm,Penn94,78.192, 1.661,78.108, 1.279
mlpnorm,Penn94,78.866, 2.882,78.625, 2.990
mlpnorm,Penn94,78.623, 3.051,78.395, 3.067
mlpnorm,Penn94,77.875, 2.023,77.605, 2.249
mlpnorm,Penn94,78.262, 1.816,78.209, 1.808
mlpnorm,Penn94,77.949, 1.756,77.865, 1.848
mlpnorm,Penn94,82.890, 0.394,82.658, 0.581
mlpnorm,Penn94,82.655, 0.555,82.601, 0.576
mlpnorm,Penn94,82.719, 0.341,82.685, 0.439
mlpnorm,Penn94,82.855, 0.443,82.667, 0.529
mlpnorm,Penn94,82.828, 0.361,82.640, 0.469
mlpnorm,Penn94,82.785, 0.355,82.572, 0.467
mlpnorm,Penn94,82.473, 0.249,82.498, 0.403
mlpnorm,Penn94,82.494, 0.370,82.481, 0.362
mlpnorm,Penn94,82.298, 0.388,82.199, 0.427
mlpnorm,Penn94,82.546, 0.260,82.395, 0.454
mlpnorm,Penn94,82.410, 0.285,82.489, 0.331
mlpnorm,Penn94,82.527, 0.335,82.539, 0.406
mlpnorm,Penn94,78.021, 1.774,77.822, 1.548
mlpnorm,Penn94,78.256, 1.707,78.067, 1.728
mlpnorm,Penn94,77.994, 2.030,77.686, 2.286
mlpnorm,Penn94,84.706, nan,84.163, nan
mlpnorm,Penn94,84.654, nan,84.245, nan
mlpnorm,Penn94,84.881, nan,84.317, nan
mlpnorm,Penn94,83.964, nan,83.596, nan
mlpnorm,Penn94,84.840, nan,84.441, nan
mlpnorm,Penn94,84.180, nan,83.545, nan
mlpnorm,Penn94,84.366, nan,84.039, nan
mlpnorm,Penn94,84.520, nan,84.183, nan
mlpnorm,Penn94,84.695, nan,84.235, nan
mlpnorm,Penn94,84.541, nan,84.039, nan
mlpnorm,Penn94,83.953, nan,83.514, nan
mlpnorm,Penn94,84.551, nan,84.049, nan
mlpnorm,Penn94,84.489, nan,84.431, nan
mlpnorm,Penn94,84.479, nan,83.998, nan
mlpnorm,Penn94,84.531, nan,84.152, nan
mlpnorm,Penn94,84.757, nan,84.379, nan
mlpnorm,Penn94,84.108, nan,83.679, nan
mlpnorm,Penn94,84.489, nan,83.967, nan
mlpnorm,Penn94,84.263, nan,83.771, nan
mlpnorm,Penn94,84.479, nan,84.173, nan
mlpnorm,Penn94,84.737, nan,84.214, nan
mlpnorm,Penn94,84.397, nan,84.225, nan
mlpnorm,Penn94,84.149, nan,83.946, nan
mlpnorm,Penn94,84.294, nan,83.689, nan
mlpnorm,Penn94,84.458, nan,83.699, nan
mlpnorm,Penn94,84.407, nan,83.843, nan
mlpnorm,Penn94,84.263, nan,84.152, nan
mlpnorm,Penn94,84.190, nan,83.720, nan
mlpnorm,Penn94,84.397, nan,84.173, nan
mlpnorm,Penn94,84.438, nan,84.286, nan
mlpnorm,Penn94,84.448, nan,83.802, nan
mlpnorm,Penn94,84.096, 0.244,83.784, 0.839
mlpnorm,Penn94,83.411, 0.270,83.011, 0.351
mlpnorm,Penn94,83.302, 0.200,82.926, 0.532
mlpnorm,Penn94,83.335, 0.272,82.801, 0.161
mlpnorm,Penn94,83.244, 0.250,82.832, 0.336
mlpnorm,Penn94,83.244, 0.258,82.955, 0.402
mlpnorm,Penn94,83.436, 0.189,83.009, 0.498
mlpnorm,Penn94,83.457, 0.284,83.005, 0.397
mlpnorm,Penn94,83.440, 0.312,83.194, 0.838
mlpnorm,Penn94,83.234, 0.270,82.943, 0.355
mlpnorm,Penn94,83.203, 0.235,82.813, 0.406
mlpnorm,Penn94,83.251, 0.203,82.825, 0.310
mlpnorm,Penn94,83.488, 0.370,83.091, 0.574
mlpnorm,Penn94,83.735, 0.232,83.320, 0.517
mlpnorm,Penn94,83.671, 0.315,83.437, 0.419
mlpnorm,Penn94,84.036, 0.376,83.821, 0.812
mlpnorm,Penn94,83.966, 0.420,83.557, 0.865
mlpnorm,Penn94,83.595, 0.375,83.231, 0.888
mlpnorm,Penn94,83.960, 0.245,83.726, 0.710
mlpnorm,Penn94,84.172, 0.246,84.021, 0.302
mlpnorm,Penn94,83.922, 0.385,83.376, 0.530
mlpnorm,Penn94,83.791, 0.224,83.472, 0.346
mlpnorm,Penn94,84.077, 0.292,83.843, 0.245
mlpnorm,Penn94,83.737, 0.335,83.738, 0.215
mlpnorm,Penn94,84.141, 0.322,83.808, 0.397
mlpnorm,Penn94,83.904, 0.283,83.497, 0.561
mlpnorm,Penn94,83.834, 0.496,83.575, 0.332
mlpnorm,Penn94,83.916, 0.306,83.734, 0.355
mlpnorm,Penn94,83.791, 0.508,83.466, 0.671
mlpnorm,Penn94,83.352, 0.252,82.963, 0.667
mlpnorm,Penn94,83.385, 0.317,82.930, 0.406
mlpnorm,Penn94,83.251, 0.560,82.900, 0.586
mlpnorm,Penn94,83.395, 0.244,83.184, 0.384
mlpnorm,Penn94,83.306, 0.249,82.842, 0.544
mlpnorm,Penn94,83.065, 0.486,82.796, 0.698
mlpnorm,Penn94,83.191, 0.536,82.953, 0.596
mlpnorm,Penn94,82.993, 0.449,82.710, 0.817
mlpnorm,Penn94,83.607, 0.241,83.229, 0.747
mlpnorm,Penn94,83.529, 0.282,83.036, 0.555
mlpnorm,Penn94,83.368, 0.234,82.926, 0.352
mlpnorm,Penn94,83.646, 0.559,83.334, 0.318
mlpnorm,Penn94,83.317, 0.452,82.842, 0.452
mlpnorm,Penn94,83.574, 0.544,83.246, 0.577
mlpnorm,Penn94,83.570, 0.586,83.186, 0.829
mlpnorm,Penn94,83.395, 0.174,82.889, 0.408
mlpnorm,Penn94,83.374, 0.303,82.700, 0.411
mlpnorm,Penn94,83.626, 0.295,83.176, 0.701
mlpnorm,Penn94,83.343, 0.154,83.141, 0.654
mlpnorm,Penn94,83.768, 0.514,83.497, 0.708
mlpnorm,Penn94,84.308, 0.466,84.159, 0.164
mlpnorm,Penn94,83.912, 0.261,83.528, 0.531
mlpnorm,Penn94,84.345, 0.386,84.062, 0.290
mlpnorm,Penn94,84.145, 0.287,83.932, 0.575
mlpnorm,Penn94,84.170, 0.351,83.973, 0.674
mlpnorm,Penn94,84.343, 0.211,84.105, 0.499
mlpnorm,Penn94,84.296, 0.296,84.120, 0.350
mlpnorm,Penn94,84.211, 0.308,84.054, 0.624
mlpnorm,Penn94,84.137, 0.327,84.058, 0.250
mlpnorm,Penn94,84.188, 0.128,83.953, 0.494
mlpnorm,Penn94,84.147, 0.335,83.893, 0.516
mlpnorm,Penn94,84.172, 0.243,83.965, 0.289
mlpnorm,Penn94,83.471, 0.647,83.196, 0.450
mlpnorm,Penn94,83.180, 0.320,83.046, 0.658
mlpnorm,Penn94,83.333, 0.396,83.097, 0.354
mlpnorm,Penn94,83.432, 0.520,83.027, 0.755
mlpnorm,Penn94,83.234, 0.474,82.788, 0.708
mlpnorm,Penn94,82.931, 0.788,82.440, 0.939
mlpnorm,Penn94,83.082, 0.561,82.768, 0.595
mlpnorm,Penn94,82.997, 0.553,82.625, 0.691
mlpnorm,Penn94,82.719, 0.351,82.434, 0.315
mlpnorm,Penn94,82.838, 0.214,82.619, 0.376
mlpnorm,Penn94,83.051, 0.525,82.700, 0.495
mlpnorm,Penn94,82.886, 0.252,82.399, 0.534
mlpnorm,Penn94,82.913, nan,83.040, nan
mlpnorm,Penn94,83.727, nan,84.049, nan
mlpnorm,Penn94,83.953, nan,83.761, nan
mlpnorm,Penn94,82.748, nan,83.040, nan
mlpnorm,Penn94,83.469, nan,83.143, nan
mlpnorm,Penn94,82.933, nan,82.195, nan
mlpnorm,Penn94,83.057, nan,83.380, nan
mlpnorm,Penn94,81.428, nan,80.855, nan
mlpnorm,Penn94,82.964, nan,83.205, nan
mlpnorm,Penn94,83.242, nan,82.834, nan
mlpnorm,Penn94,82.985, nan,82.906, nan
mlpnorm,Penn94,83.253, nan,83.081, nan
mlpnorm,Penn94,83.624, nan,83.308, nan
mlpnorm,Penn94,83.170, nan,82.834, nan
mlpnorm,Penn94,83.500, nan,83.493, nan
mlpnorm,Penn94,83.242, nan,82.823, nan
mlpnorm,Penn94,83.376, nan,83.668, nan
mlpnorm,Penn94,83.448, nan,83.411, nan
mlpnorm,Penn94,84.932, nan,84.245, nan
mlpnorm,Penn94,84.448, nan,84.245, nan
mlpnorm,Penn94,83.737, nan,83.359, nan
mlpnorm,Penn94,84.479, nan,83.874, nan
mlpnorm,Penn94,84.345, nan,84.183, nan
mlpnorm,Penn94,84.448, nan,84.122, nan
mlpnorm,Penn94,84.448, nan,83.782, nan
mlpnorm,Penn94,84.324, nan,84.472, nan
mlpnorm,Penn94,84.355, nan,83.977, nan
mlpnorm,Penn94,83.850, nan,83.452, nan
mlpnorm,Penn94,84.726, nan,84.359, nan
mlpnorm,Penn94,84.644, nan,84.152, nan
mlpnorm,Penn94,84.417, nan,83.668, nan
mlpnorm,Penn94,84.077, nan,83.452, nan
mlpnorm,Penn94,84.355, nan,83.658, nan
mlpnorm,Penn94,84.242, nan,83.823, nan
mlpnorm,Penn94,83.531, nan,83.235, nan
mlpnorm,Penn94,84.510, nan,84.400, nan
mlpnorm,Penn94,84.242, nan,83.874, nan
mlpnorm,Penn94,84.695, nan,84.513, nan
mlpnorm,Penn94,84.850, nan,84.194, nan
mlpnorm,Penn94,84.345, nan,83.792, nan
mlpnorm,Penn94,84.448, nan,84.060, nan
mlpnorm,Penn94,84.015, nan,83.338, nan
mlpnorm,Penn94,84.520, nan,83.988, nan
mlpnorm,Penn94,84.561, nan,84.214, nan
mlpnorm,Penn94,84.469, nan,84.286, nan
mlpnorm,Penn94,84.263, nan,83.720, nan
mlpnorm,Penn94,83.644, nan,83.483, nan
mlpnorm,Penn94,84.087, nan,83.854, nan
mlpnorm,Penn94,83.675, nan,83.163, nan
mlpnorm,Penn94,83.675, nan,83.411, nan
mlpnorm,Penn94,83.665, nan,83.338, nan
mlpnorm,Penn94,83.964, nan,83.699, nan
mlpnorm,Penn94,83.675, nan,83.194, nan
mlpnorm,Penn94,83.448, nan,83.205, nan
mlpnorm,Penn94,84.026, nan,83.390, nan
mlpnorm,Penn94,83.984, nan,83.462, nan
mlpnorm,Penn94,83.799, nan,83.679, nan
mlpnorm,Penn94,83.644, nan,83.369, nan
mlpnorm,Penn94,83.799, nan,83.534, nan
mlpnorm,Penn94,83.448, nan,83.586, nan
mlpnorm,Penn94,83.448, nan,83.277, nan
mlpnorm,Penn94,83.593, nan,83.287, nan
mlpnorm,Penn94,83.613, nan,83.060, nan
mlpnorm,Penn94,83.850, nan,83.411, nan
mlpnorm,Penn94,83.655, nan,83.483, nan
mlpnorm,Penn94,83.706, nan,83.318, nan
mlpnorm,Penn94,83.222, nan,83.153, nan
mlpnorm,Penn94,83.139, nan,82.648, nan
mlpnorm,Penn94,83.284, nan,83.081, nan
mlpnorm,Penn94,83.036, nan,83.184, nan
mlpnorm,Penn94,82.913, nan,82.937, nan
mlpnorm,Penn94,82.954, nan,82.761, nan
mlpnorm,Penn94,84.129, 0.286,83.940, 0.499
mlpnorm,Penn94,84.046, nan,83.885, nan
mlpnorm,Penn94,83.974, nan,83.823, nan
mlpnorm,Penn94,83.644, nan,83.833, nan
mlpnorm,Penn94,80.748, nan,80.175, nan
mlpnorm,Penn94,84.685, nan,84.276, nan
mlpnorm,Penn94,84.386, nan,83.977, nan
mlpnorm,Penn94,83.830, nan,83.390, nan
mlpnorm,Penn94,80.223, nan,79.361, nan
mlpnorm,Penn94,83.902, nan,83.400, nan
mlpnorm,Penn94,81.882, nan,81.484, nan
mlpnorm,Penn94,81.903, nan,81.216, nan
mlpnorm,Penn94,79.501, nan,78.949, nan
mlpnorm,Penn94,83.242, nan,83.040, nan
mlpnorm,Penn94,83.541, nan,83.081, nan
mlpnorm,Penn94,84.592, nan,84.101, nan
mlpnorm,Penn94,81.583, nan,81.298, nan
mlpnorm,Penn94,84.201, nan,84.194, nan
mlpnorm,Penn94,84.294, nan,84.101, nan
mlpnorm,Penn94,84.520, nan,84.400, nan
mlpnorm,Penn94,81.057, nan,80.721, nan
mlpnorm,Penn94,83.263, nan,82.761, nan
mlpnorm,Penn94,83.799, nan,83.709, nan
mlpnorm,Penn94,83.263, nan,83.122, nan
mlpnorm,Penn94,80.202, nan,79.928, nan
mlpnorm,Penn94,83.469, nan,83.091, nan
mlpnorm,Penn94,83.613, nan,83.205, nan
mlpnorm,Penn94,83.428, nan,83.112, nan
mlpnorm,Penn94,82.459, nan,81.556, nan
mlpnorm,Penn94,83.922, nan,83.658, nan
mlpnorm,Penn94,84.500, nan,84.163, nan
mlpnorm,Penn94,83.840, nan,83.421, nan
mlpnorm,Penn94,81.171, nan,80.886, nan
mlpnorm,Penn94,83.902, nan,83.885, nan
mlpnorm,Penn94,83.314, nan,83.009, nan
mlpnorm,Penn94,83.077, nan,82.679, nan
mlpnorm,Penn94,80.913, nan,80.258, nan
mlpnorm,Penn94,83.799, nan,83.442, nan
mlpnorm,Penn94,83.696, nan,83.277, nan
mlpnorm,Penn94,83.448, nan,83.081, nan
mlpnorm,Penn94,82.686, nan,82.154, nan
mlpnorm,Penn94,84.056, nan,83.390, nan
mlpnorm,Penn94,84.438, nan,84.101, nan
mlpnorm,Penn94,84.324, nan,83.699, nan
mlpnorm,Penn94,81.913, nan,81.288, nan
mlpnorm,Penn94,82.521, nan,82.483, nan
mlpnorm,Penn94,83.747, nan,83.338, nan
mlpnorm,Penn94,83.397, nan,82.658, nan
mlpnorm,Penn94,81.387, nan,81.123, nan
mlpnorm,Penn94,83.758, nan,83.349, nan
mlpnorm,Penn94,84.788, nan,84.214, nan
mlpnorm,Penn94,83.696, nan,83.246, nan
mlpnorm,Penn94,83.284, nan,83.235, nan
mlpnorm,Penn94,84.376, nan,83.833, nan
mlpnorm,Penn94,84.726, nan,83.833, nan
mlpnorm,Penn94,84.129, nan,83.318, nan
mlpnorm,Penn94,81.954, nan,81.267, nan
mlpnorm,Penn94,83.448, nan,83.101, nan
mlpnorm,Penn94,83.046, nan,83.266, nan
mlpnorm,Penn94,83.139, nan,82.782, nan
mlpnorm,Penn94,81.511, nan,81.443, nan
mlpnorm,Penn94,83.325, nan,82.926, nan
mlpnorm,Penn94,83.119, nan,82.669, nan
mlpnorm,Penn94,84.221, nan,84.101, nan
mlpnorm,Penn94,80.759, nan,80.196, nan
mlpnorm,Penn94,84.160, nan,83.782, nan
mlpnorm,Penn94,84.345, nan,84.163, nan
mlpnorm,Penn94,83.469, nan,82.844, nan
mlpnorm,Penn94,79.841, nan,79.361, nan
mlpnorm,Penn94,83.830, nan,83.524, nan
mlpnorm,Penn94,83.727, nan,83.637, nan
mlpnorm,Penn94,82.675, nan,82.432, nan
mlpnorm,Penn94,79.604, nan,79.310, nan
mlpnorm,Penn94,83.531, nan,83.060, nan
mlpnorm,Penn94,83.459, nan,83.060, nan
mlpnorm,Penn94,83.521, nan,83.421, nan
mlpnorm,Penn94,81.841, nan,81.659, nan
mlpnorm,Penn94,84.520, nan,84.286, nan
mlpnorm,Penn94,84.726, nan,84.101, nan
mlpnorm,Penn94,84.149, nan,83.699, nan
mlpnorm,Penn94,81.336, nan,81.010, nan
mlpnorm,Penn94,84.180, nan,83.905, nan
mlpnorm,Penn94,83.964, nan,83.575, nan
mlpnorm,Penn94,82.985, nan,82.586, nan
